BG|Normal
BG|Normal
BG|Normal
BG|Normal
BG|Normal
BG|Normal
BG|Normal
BG|Normal
BG|Normal
BG|Normal
BG|Normal
BG|Normal
BG|Normal
BG|Normal
BG|Normal
BG|Normal
BG|Normal
BG|Normal
BG|Normal
BG|Normal
BG|Normal
BG|Normal
BG|Normal
BG|Normal
BG|Normal
BG|Normal
Pour a handful of oatmeals on tortilla|Error_Addition|Pour a handful of oatmeals on tortilla
Pour a handful of oatmeals on tortilla|Error_Addition|Pour a handful of oatmeals on tortilla
Pour a handful of oatmeals on tortilla|Error_Addition|Pour a handful of oatmeals on tortilla
Pour a handful of oatmeals on tortilla|Error_Addition|Pour a handful of oatmeals on tortilla
Pour a handful of oatmeals on tortilla|Error_Addition|Pour a handful of oatmeals on tortilla
Pour a handful of oatmeals on tortilla|Error_Addition|Pour a handful of oatmeals on tortilla
Pour a handful of oatmeals on tortilla|Error_Addition|Pour a handful of oatmeals on tortilla
Pour a handful of oatmeals on tortilla|Error_Addition|Pour a handful of oatmeals on tortilla
Pour a handful of oatmeals on tortilla|Error_Addition|Pour a handful of oatmeals on tortilla
Pour a handful of oatmeals on tortilla|Error_Addition|Pour a handful of oatmeals on tortilla
Pour a handful of oatmeals on tortilla|Error_Addition|Pour a handful of oatmeals on tortilla
Pour a handful of oatmeals on tortilla|Error_Addition|Pour a handful of oatmeals on tortilla
Pour a handful of oatmeals on tortilla|Error_Addition|Pour a handful of oatmeals on tortilla
Pour a handful of oatmeals on tortilla|Error_Addition|Pour a handful of oatmeals on tortilla
Pour a handful of oatmeals on tortilla|Error_Addition|Pour a handful of oatmeals on tortilla
Pour a handful of oatmeals on tortilla|Error_Addition|Pour a handful of oatmeals on tortilla
Pour a handful of oatmeals on tortilla|Error_Addition|Pour a handful of oatmeals on tortilla
Pour a handful of oatmeals on tortilla|Error_Addition|Pour a handful of oatmeals on tortilla
Pour a handful of oatmeals on tortilla|Error_Addition|Pour a handful of oatmeals on tortilla
Pour a handful of oatmeals on tortilla|Error_Addition|Pour a handful of oatmeals on tortilla
Pour a handful of oatmeals on tortilla|Error_Addition|Pour a handful of oatmeals on tortilla
Pour a handful of oatmeals on tortilla|Error_Addition|Pour a handful of oatmeals on tortilla
Pour a handful of oatmeals on tortilla|Error_Addition|Pour a handful of oatmeals on tortilla
Pour a handful of oatmeals on tortilla|Error_Addition|Pour a handful of oatmeals on tortilla
Pour a handful of oatmeals on tortilla|Error_Addition|Pour a handful of oatmeals on tortilla
Pour a handful of oatmeals on tortilla|Error_Addition|Pour a handful of oatmeals on tortilla
Pour a handful of oatmeals on tortilla|Error_Addition|Pour a handful of oatmeals on tortilla
Pour a handful of oatmeals on tortilla|Error_Addition|Pour a handful of oatmeals on tortilla
Pour a handful of oatmeals on tortilla|Error_Addition|Pour a handful of oatmeals on tortilla
Pour a handful of oatmeals on tortilla|Error_Addition|Pour a handful of oatmeals on tortilla
Pour a handful of oatmeals on tortilla|Error_Addition|Pour a handful of oatmeals on tortilla
Pour a handful of oatmeals on tortilla|Error_Addition|Pour a handful of oatmeals on tortilla
Pour a handful of oatmeals on tortilla|Error_Addition|Pour a handful of oatmeals on tortilla
Pour a handful of oatmeals on tortilla|Error_Addition|Pour a handful of oatmeals on tortilla
Pour a handful of oatmeals on tortilla|Error_Addition|Pour a handful of oatmeals on tortilla
Pour a handful of oatmeals on tortilla|Error_Addition|Pour a handful of oatmeals on tortilla
Pour a handful of oatmeals on tortilla|Error_Addition|Pour a handful of oatmeals on tortilla
Pour a handful of oatmeals on tortilla|Error_Addition|Pour a handful of oatmeals on tortilla
Pour a handful of oatmeals on tortilla|Error_Addition|Pour a handful of oatmeals on tortilla
Pour a handful of oatmeals on tortilla|Error_Addition|Pour a handful of oatmeals on tortilla
Pour a handful of oatmeals on tortilla|Error_Addition|Pour a handful of oatmeals on tortilla
Pour a handful of oatmeals on tortilla|Error_Addition|Pour a handful of oatmeals on tortilla
Pour a handful of oatmeals on tortilla|Error_Addition|Pour a handful of oatmeals on tortilla
Pour a handful of oatmeals on tortilla|Error_Addition|Pour a handful of oatmeals on tortilla
Pour a handful of oatmeals on tortilla|Error_Addition|Pour a handful of oatmeals on tortilla
Pour a handful of oatmeals on tortilla|Error_Addition|Pour a handful of oatmeals on tortilla
Pour a handful of oatmeals on tortilla|Error_Addition|Pour a handful of oatmeals on tortilla
Pour a handful of oatmeals on tortilla|Error_Addition|Pour a handful of oatmeals on tortilla
Pour a handful of oatmeals on tortilla|Error_Addition|Pour a handful of oatmeals on tortilla
Pour a handful of oatmeals on tortilla|Error_Addition|Pour a handful of oatmeals on tortilla
Pour a handful of oatmeals on tortilla|Error_Addition|Pour a handful of oatmeals on tortilla
Pour a handful of oatmeals on tortilla|Error_Addition|Pour a handful of oatmeals on tortilla
Pour a handful of oatmeals on tortilla|Error_Addition|Pour a handful of oatmeals on tortilla
Pour a handful of oatmeals on tortilla|Error_Addition|Pour a handful of oatmeals on tortilla
Pour a handful of oatmeals on tortilla|Error_Addition|Pour a handful of oatmeals on tortilla
Pour a handful of oatmeals on tortilla|Error_Addition|Pour a handful of oatmeals on tortilla
Pour a handful of oatmeals on tortilla|Error_Addition|Pour a handful of oatmeals on tortilla
Pour a handful of oatmeals on tortilla|Error_Addition|Pour a handful of oatmeals on tortilla
Pour a handful of oatmeals on tortilla|Error_Addition|Pour a handful of oatmeals on tortilla
Pour a handful of oatmeals on tortilla|Error_Addition|Pour a handful of oatmeals on tortilla
Pour a handful of oatmeals on tortilla|Error_Addition|Pour a handful of oatmeals on tortilla
Pour a handful of oatmeals on tortilla|Error_Addition|Pour a handful of oatmeals on tortilla
Pour a handful of oatmeals on tortilla|Error_Addition|Pour a handful of oatmeals on tortilla
Pour a handful of oatmeals on tortilla|Error_Addition|Pour a handful of oatmeals on tortilla
Pour a handful of oatmeals on tortilla|Error_Addition|Pour a handful of oatmeals on tortilla
Pour a handful of oatmeals on tortilla|Error_Addition|Pour a handful of oatmeals on tortilla
Pour a handful of oatmeals on tortilla|Error_Addition|Pour a handful of oatmeals on tortilla
Pour a handful of oatmeals on tortilla|Error_Addition|Pour a handful of oatmeals on tortilla
Pour a handful of oatmeals on tortilla|Error_Addition|Pour a handful of oatmeals on tortilla
Pour a handful of oatmeals on tortilla|Error_Addition|Pour a handful of oatmeals on tortilla
Pour a handful of oatmeals on tortilla|Error_Addition|Pour a handful of oatmeals on tortilla
Pour a handful of oatmeals on tortilla|Error_Addition|Pour a handful of oatmeals on tortilla
Pour a handful of oatmeals on tortilla|Error_Addition|Pour a handful of oatmeals on tortilla
Pour a handful of oatmeals on tortilla|Error_Addition|Pour a handful of oatmeals on tortilla
Pour a handful of oatmeals on tortilla|Error_Addition|Pour a handful of oatmeals on tortilla
Pour a handful of oatmeals on tortilla|Error_Addition|Pour a handful of oatmeals on tortilla
BG|Normal
BG|Normal
BG|Normal
BG|Normal
BG|Normal
BG|Normal
BG|Normal
Fold tortilla|Normal
Fold tortilla|Normal
Fold tortilla|Normal
Fold tortilla|Normal
Fold tortilla|Normal
Fold tortilla|Normal
Fold tortilla|Normal
Fold tortilla|Normal
Fold tortilla|Normal
Fold tortilla|Normal
Fold tortilla|Normal
Fold tortilla|Normal
Fold tortilla|Normal
Fold tortilla|Normal
Fold tortilla|Normal
Fold tortilla|Normal
Fold tortilla|Normal
Fold tortilla|Normal
Fold tortilla|Normal
Fold tortilla|Normal
Fold tortilla|Normal
Fold tortilla|Normal
Fold tortilla|Normal
Fold tortilla|Normal
Fold tortilla|Normal
Fold tortilla|Normal
Fold tortilla|Normal
Fold tortilla|Normal
Fold tortilla|Normal
Fold tortilla|Normal
Fold tortilla|Normal
Fold tortilla|Normal
Fold tortilla|Normal
Fold tortilla|Normal
Fold tortilla|Normal
Fold tortilla|Normal
Fold tortilla|Normal
Fold tortilla|Normal
Fold tortilla|Normal
Fold tortilla|Normal
Fold tortilla|Normal
Fold tortilla|Normal
Fold tortilla|Normal
Fold tortilla|Normal
Fold tortilla|Normal
Fold tortilla|Normal
Fold tortilla|Normal
Fold tortilla|Normal
Fold tortilla|Normal
Fold tortilla|Normal
Fold tortilla|Normal
Fold tortilla|Normal
Fold tortilla|Normal
Fold tortilla|Normal
Fold tortilla|Normal
Fold tortilla|Normal
Fold tortilla|Normal
Fold tortilla|Normal
Fold tortilla|Normal
Fold tortilla|Normal
Fold tortilla|Normal
Fold tortilla|Normal
Fold tortilla|Normal
Fold tortilla|Normal
Fold tortilla|Normal
Fold tortilla|Normal
Fold tortilla|Normal
Fold tortilla|Normal
Fold tortilla|Normal
Fold tortilla|Normal
Fold tortilla|Normal
Fold tortilla|Normal
Fold tortilla|Normal
Fold tortilla|Normal
Fold tortilla|Normal
Fold tortilla|Normal
Fold tortilla|Normal
Fold tortilla|Normal
Fold tortilla|Normal
Fold tortilla|Normal
Fold tortilla|Normal
Fold tortilla|Normal
Fold tortilla|Normal
Fold tortilla|Normal
Fold tortilla|Normal
Fold tortilla|Normal
Fold tortilla|Normal
Fold tortilla|Normal
Fold tortilla|Normal
Fold tortilla|Normal
Fold tortilla|Normal
Fold tortilla|Normal
Fold tortilla|Normal
Fold tortilla|Normal
Fold tortilla|Normal
Fold tortilla|Normal
Fold tortilla|Normal
Fold tortilla|Normal
Fold tortilla|Normal
Fold tortilla|Normal
Fold tortilla|Normal
Fold tortilla|Normal
Fold tortilla|Normal
BG|Normal
BG|Normal
BG|Normal
BG|Normal
BG|Normal
BG|Normal
BG|Normal
BG|Normal
BG|Normal
BG|Normal
BG|Normal
BG|Normal
BG|Normal
BG|Normal
Slice using knife|Normal
Slice using knife|Normal
Slice using knife|Normal
Slice using knife|Normal
Slice using knife|Normal
Slice using knife|Normal
Slice using knife|Normal
Slice using knife|Normal
Slice using knife|Normal
Slice using knife|Normal
Slice using knife|Normal
Slice using knife|Normal
Slice using knife|Normal
Slice using knife|Normal
Slice using knife|Normal
Slice using knife|Normal
Slice using knife|Normal
Slice using knife|Normal
Slice using knife|Normal
Slice using knife|Normal
Slice using knife|Normal
Slice using knife|Normal
Slice using knife|Normal
Slice using knife|Normal
Slice using knife|Normal
Slice using knife|Normal
Slice using knife|Normal
Slice using knife|Normal
Slice using knife|Normal
Slice using knife|Normal
Slice using knife|Normal
Slice using knife|Normal
Slice using knife|Normal
Slice using knife|Normal
Slice using knife|Normal
Slice using knife|Normal
Slice using knife|Normal
Slice using knife|Normal
Slice using knife|Normal
Slice using knife|Normal
Slice using knife|Normal
Slice using knife|Normal
Slice using knife|Normal
Slice using knife|Normal
Slice using knife|Normal
Slice using knife|Normal
Slice using knife|Normal
Slice using knife|Normal
Slice using knife|Normal
Slice using knife|Normal
Slice using knife|Normal
Slice using knife|Normal
Slice using knife|Normal
Slice using knife|Normal
Slice using knife|Normal
Slice using knife|Normal
Slice using knife|Normal
Slice using knife|Normal
Slice using knife|Normal
Slice using knife|Normal
Slice using knife|Normal
Slice using knife|Normal
Slice using knife|Normal
Slice using knife|Normal
Slice using knife|Normal
Slice using knife|Normal
Slice using knife|Normal
Slice using knife|Normal
Slice using knife|Normal
Slice using knife|Normal
Slice using knife|Normal
Slice using knife|Normal
Slice using knife|Normal
Slice using knife|Normal
Slice using knife|Normal
Slice using knife|Normal
Slice using knife|Normal
Slice using knife|Normal
Slice using knife|Normal
Slice using knife|Normal
Slice using knife|Normal
Slice using knife|Normal
BG|Normal
BG|Normal
BG|Normal
BG|Normal
BG|Normal
BG|Normal
BG|Normal
BG|Normal
BG|Normal
BG|Normal
BG|Normal
BG|Normal
BG|Normal
BG|Normal
Place tortilla wedges on plate|Error_Modification|Place tortilla wedges into bowl
Place tortilla wedges on plate|Error_Modification|Place tortilla wedges into bowl
Place tortilla wedges on plate|Error_Modification|Place tortilla wedges into bowl
Place tortilla wedges on plate|Error_Modification|Place tortilla wedges into bowl
Place tortilla wedges on plate|Error_Modification|Place tortilla wedges into bowl
Place tortilla wedges on plate|Error_Modification|Place tortilla wedges into bowl
Place tortilla wedges on plate|Error_Modification|Place tortilla wedges into bowl
Place tortilla wedges on plate|Error_Modification|Place tortilla wedges into bowl
Place tortilla wedges on plate|Error_Modification|Place tortilla wedges into bowl
Place tortilla wedges on plate|Error_Modification|Place tortilla wedges into bowl
Place tortilla wedges on plate|Error_Modification|Place tortilla wedges into bowl
Place tortilla wedges on plate|Error_Modification|Place tortilla wedges into bowl
Place tortilla wedges on plate|Error_Modification|Place tortilla wedges into bowl
Place tortilla wedges on plate|Error_Modification|Place tortilla wedges into bowl
Place tortilla wedges on plate|Error_Modification|Place tortilla wedges into bowl
Place tortilla wedges on plate|Error_Modification|Place tortilla wedges into bowl
Place tortilla wedges on plate|Error_Modification|Place tortilla wedges into bowl
Place tortilla wedges on plate|Error_Modification|Place tortilla wedges into bowl
Place tortilla wedges on plate|Error_Modification|Place tortilla wedges into bowl
Place tortilla wedges on plate|Error_Modification|Place tortilla wedges into bowl
Place tortilla wedges on plate|Error_Modification|Place tortilla wedges into bowl
Place tortilla wedges on plate|Error_Modification|Place tortilla wedges into bowl
Place tortilla wedges on plate|Error_Modification|Place tortilla wedges into bowl
Place tortilla wedges on plate|Error_Modification|Place tortilla wedges into bowl
Place tortilla wedges on plate|Error_Modification|Place tortilla wedges into bowl
Place tortilla wedges on plate|Error_Modification|Place tortilla wedges into bowl
Place tortilla wedges on plate|Error_Modification|Place tortilla wedges into bowl
Place tortilla wedges on plate|Error_Modification|Place tortilla wedges into bowl
Place tortilla wedges on plate|Error_Modification|Place tortilla wedges into bowl
Place tortilla wedges on plate|Error_Modification|Place tortilla wedges into bowl
Place tortilla wedges on plate|Error_Modification|Place tortilla wedges into bowl
Place tortilla wedges on plate|Error_Modification|Place tortilla wedges into bowl
Place tortilla wedges on plate|Error_Modification|Place tortilla wedges into bowl
Place tortilla wedges on plate|Error_Modification|Place tortilla wedges into bowl
Place tortilla wedges on plate|Error_Modification|Place tortilla wedges into bowl
Place tortilla wedges on plate|Error_Modification|Place tortilla wedges into bowl
Place tortilla wedges on plate|Error_Modification|Place tortilla wedges into bowl
Place tortilla wedges on plate|Error_Modification|Place tortilla wedges into bowl
BG|Normal
BG|Normal
BG|Normal
BG|Normal
BG|Normal
BG|Normal
BG|Normal
BG|Normal
BG|Normal
BG|Normal
BG|Normal
BG|Normal
BG|Normal
BG|Normal
BG|Normal
BG|Normal
BG|Normal
BG|Normal
BG|Normal
BG|Normal
BG|Normal
BG|Normal
BG|Normal
BG|Normal
BG|Normal
BG|Normal
BG|Normal
BG|Normal
